,chart_week,current_week,title,performers,last_week,peak_pos,wks_on_chart,song_id,main_artist
89,2025-06-14,90,Fix What You Didn't Break,Nate Smith,92,64,10,Fix What You Didn't Break — Nate Smith,Nate Smith
90,2025-06-14,91,Busy Woman,Sabrina Carpenter,97,27,15,Busy Woman — Sabrina Carpenter,Sabrina Carpenter
91,2025-06-14,92,Latina Foreva,Karol G,74,74,2,Latina Foreva — Karol G,Karol G
92,2025-06-14,93,Por Esos Ojos,Fuerza Regida,95,64,11,Por Esos Ojos — Fuerza Regida,Fuerza Regida
93,2025-06-14,94,Fame Is A Gun,Addison Rae,-,94,1,Fame Is A Gun — Addison Rae,Addison Rae
94,2025-06-14,95,Revelation,Morgan Wallen,80,54,3,Revelation — Morgan Wallen,Morgan Wallen
95,2025-06-14,96,The Largest,BigXthaPlug,96,71,19,The Largest — BigXthaPlug,BigXthaPlug
96,2025-06-14,97,Number 3 And Number 7,Morgan Wallen Featuring Eric Church,85,52,3,Number 3 And Number 7 — Morgan Wallen Featuring Eric Church,Morgan Wallen
97,2025-06-14,98,Better Me For You (Brown Eyes),Max McNown,-,98,1,Better Me For You (Brown Eyes) — Max McNown,Max McNown
98,2025-06-14,99,Interlude,Morgan Wallen,84,51,3,Interlude — Morgan Wallen,Morgan Wallen
99,2025-06-14,100,Nice To Meet You,Myles Smith,-,100,1,Nice To Meet You — Myles Smith,Myles Smith
0,2025-06-21,1,Manchild,Sabrina Carpenter,-,1,1,Manchild — Sabrina Carpenter,Sabrina Carpenter
1,2025-06-21,2,Ordinary,Alex Warren,1,1,18,Ordinary — Alex Warren,Alex Warren
2,2025-06-21,3,What I Want,Morgan Wallen Featuring Tate McRae,2,1,4,What I Want — Morgan Wallen Featuring Tate McRae,Morgan Wallen
3,2025-06-21,4,Just In Case,Morgan Wallen,3,2,12,Just In Case — Morgan Wallen,Morgan Wallen
4,2025-06-21,5,Luther,Kendrick Lamar & SZA,4,1,29,Luther — Kendrick Lamar & SZA,Kendrick Lamar
5,2025-06-21,6,I'm The Problem,Morgan Wallen,5,2,19,I'm The Problem — Morgan Wallen,Morgan Wallen
6,2025-06-21,7,A Bar Song (Tipsy),Shaboozey,6,1,61,A Bar Song (Tipsy) — Shaboozey,Shaboozey
7,2025-06-21,8,Die With A Smile,Lady Gaga & Bruno Mars,7,1,43,Die With A Smile — Lady Gaga & Bruno Mars,Lady Gaga
8,2025-06-21,9,Lose Control,Teddy Swims,8,1,95,Lose Control — Teddy Swims,Teddy Swims
9,2025-06-21,10,Beautiful Things,Benson Boone,9,2,72,Beautiful Things — Benson Boone,Benson Boone
10,2025-06-21,11,Pink Pony Club,Chappell Roan,12,4,52,Pink Pony Club — Chappell Roan,Chappell Roan
11,2025-06-21,12,Nokia,Drake,10,2,17,Nokia — Drake,Drake
12,2025-06-21,13,Anxiety,Doechii,11,9,14,Anxiety — Doechii,Doechii
13,2025-06-21,14,Mutt,Leon Thomas,14,13,19,Mutt — Leon Thomas,Leon Thomas
14,2025-06-21,15,I Had Some Help,Post Malone Featuring Morgan Wallen,15,1,57,I Had Some Help — Post Malone Featuring Morgan Wallen,Post Malone
15,2025-06-21,16,Birds Of A Feather,Billie Eilish,13,2,56,Birds Of A Feather — Billie Eilish,Billie Eilish
16,2025-06-21,17,Espresso,Sabrina Carpenter,20,3,61,Espresso — Sabrina Carpenter,Sabrina Carpenter
17,2025-06-21,18,Blue Strips,Jessie Murph,16,15,9,Blue Strips — Jessie Murph,Jessie Murph
18,2025-06-21,19,All The Way,BigXthaPlug Featuring Bailey Zimmerman,18,4,10,All The Way — BigXthaPlug Featuring Bailey Zimmerman,BigXthaPlug
19,2025-06-21,20,Worst Way,Riley Green,23,20,22,Worst Way — Riley Green,Riley Green
20,2025-06-21,21,I Got Better,Morgan Wallen,17,7,4,I Got Better — Morgan Wallen,Morgan Wallen
21,2025-06-21,22,Love Somebody,Morgan Wallen,19,1,34,Love Somebody — Morgan Wallen,Morgan Wallen
22,2025-06-21,23,Love Me Not,Ravyn Lenae,36,23,11,Love Me Not — Ravyn Lenae,Ravyn Lenae
23,2025-06-21,24,APT.,ROSE & Bruno Mars,24,3,34,APT. — ROSE & Bruno Mars,ROSE
25,2025-06-21,26,30 For 30,SZA With Kendrick Lamar,28,10,25,30 For 30 — SZA With Kendrick Lamar,SZA
26,2025-06-21,27,Sports Car,Tate McRae,22,16,20,Sports Car — Tate McRae,Tate McRae
27,2025-06-21,28,Weren't For The Wind,Ella Langley,30,28,19,Weren't For The Wind — Ella Langley,Ella Langley
28,2025-06-21,29,20 Cigarettes,Morgan Wallen,27,20,4,20 Cigarettes — Morgan Wallen,Morgan Wallen
29,2025-06-21,30,Mystical Magical,Benson Boone,35,30,7,Mystical Magical — Benson Boone,Benson Boone
30,2025-06-21,31,Sorry I'm Here For Someone Else,Benson Boone,32,30,15,Sorry I'm Here For Someone Else — Benson Boone,Benson Boone
31,2025-06-21,32,Back To Friends,sombr,38,32,11,Back To Friends — sombr,sombr
32,2025-06-21,33,Timeless,The Weeknd & Playboi Carti,31,3,37,Timeless — The Weeknd & Playboi Carti,The Weeknd
33,2025-06-21,34,Undressed,sombr,25,25,10,Undressed — sombr,sombr
34,2025-06-21,35,That's So True,Gracie Abrams,37,6,34,That's So True — Gracie Abrams,Gracie Abrams
35,2025-06-21,36,Hip-Hop,Lil Wayne & BigXthaPlug Featuring Jay Jones,-,36,1,Hip-Hop — Lil Wayne & BigXthaPlug Featuring Jay Jones,Lil Wayne
36,2025-06-21,37,Messy,Lola Young,29,14,28,Messy — Lola Young,Lola Young
37,2025-06-21,38,Superman,Morgan Wallen,26,8,5,Superman — Morgan Wallen,Morgan Wallen
38,2025-06-21,39,Good News,Shaboozey,44,34,29,Good News — Shaboozey,Shaboozey
39,2025-06-21,40,Burning Blue,Mariah the Scientist,41,25,6,Burning Blue — Mariah The Scientist,Mariah the Scientist
40,2025-06-21,41,Abracadabra,Lady Gaga,42,13,19,Abracadabra — Lady Gaga,Lady Gaga
41,2025-06-21,42,Typa,GloRilla,-,42,1,Typa — GloRilla,GloRilla
42,2025-06-21,43,TV Off,Kendrick Lamar Featuring Lefty Gunplay,40,2,29,TV Off — Kendrick Lamar Featuring Lefty Gunplay,Kendrick Lamar
43,2025-06-21,44,Wildflower,Billie Eilish,48,17,52,Wildflower — Billie Eilish,Billie Eilish
44,2025-06-21,45,Am I Okay?,Megan Moroney,34,34,40,Am I Okay? — Megan Moroney,Megan Moroney
45,2025-06-21,46,Cry For Me,The Weeknd,46,12,19,Cry For Me — The Weeknd,The Weeknd
46,2025-06-21,47,No One Noticed,The Marias,39,22,37,No One Noticed — The Marias,The Marias
47,2025-06-21,48,Backup Plan,Bailey Zimmerman & Luke Combs,52,36,6,Backup Plan — Bailey Zimmerman & Luke Combs,Bailey Zimmerman
48,2025-06-21,49,Happen To Me,Russell Dickerson,54,49,8,Happen To Me — Russell Dickerson,Russell Dickerson
49,2025-06-21,50,Squabble Up,Kendrick Lamar,47,1,29,Squabble Up — Kendrick Lamar,Kendrick Lamar
50,2025-06-21,51,Just Keep Watching,Tate McRae,33,33,2,Just Keep Watching — Tate McRae,Tate McRae
51,2025-06-21,52,TN,Morgan Wallen,43,31,4,TN — Morgan Wallen,Morgan Wallen
52,2025-06-21,53,Bloodline,Alex Warren With Jelly Roll,45,32,3,Bloodline — Alex Warren With Jelly Roll,Alex Warren
53,2025-06-21,54,Sharks,"Lil Wayne, Jelly Roll & Big Sean",-,54,1,"Sharks — Lil Wayne, Jelly Roll & Big Sean",Lil Wayne
55,2025-06-21,56,Touch Me Like A Gangster,Jessie Murph,-,56,1,Touch Me Like A Gangster — Jessie Murph,Jessie Murph
56,2025-06-21,57,Somebody Loves Me,PARTYNEXTDOOR & Drake,59,30,17,Somebody Loves Me — PARTYNEXTDOOR & Drake,PARTYNEXTDOOR
57,2025-06-21,58,After All The Bars Are Closed,Thomas Rhett,60,58,7,After All The Bars Are Closed — Thomas Rhett,Thomas Rhett
58,2025-06-21,59,Azizam,Ed Sheeran,61,28,10,Azizam — Ed Sheeran,Ed Sheeran
59,2025-06-21,60,Dark Til Daylight,Morgan Wallen,49,49,4,Dark Til Daylight — Morgan Wallen,Morgan Wallen
60,2025-06-21,61,Banned From NO,Lil Wayne,-,61,1,Banned From NO — Lil Wayne,Lil Wayne
61,2025-06-21,62,Welcome To Tha Carter,Lil Wayne,-,62,1,Welcome To Tha Carter — Lil Wayne,Lil Wayne
62,2025-06-21,63,Dark Thoughts,Lil Tecca,53,28,13,Dark Thoughts — Lil Tecca,Lil Tecca
63,2025-06-21,64,Party 4 U,Charli xcx,62,55,8,Party 4 U — Charli xcx,Charli xcx
64,2025-06-21,65,Bells,Lil Wayne,-,65,1,Bells — Lil Wayne,Lil Wayne
65,2025-06-21,66,Whim Whamiee,PLUTO & YKNIECE,51,51,8,Whim Whamiee — PLUTO & YKNIECE,PLUTO
66,2025-06-21,67,Indigo,Sam Barber Featuring Avery Anna,65,40,27,Indigo — Sam Barber Featuring Avery Anna,Sam Barber
67,2025-06-21,68,Your Way's Better,Forrest Frank,63,61,8,Your Way's Better — Forrest Frank,Forrest Frank
68,2025-06-21,69,OWA OWA,Lil Tecca,50,50,2,OWA OWA — Lil Tecca,Lil Tecca
69,2025-06-21,70,I'm A Little Crazy,Morgan Wallen,57,17,12,I'm A Little Crazy — Morgan Wallen,Morgan Wallen
70,2025-06-21,71,Eyes Are Closed,Morgan Wallen,55,22,4,Eyes Are Closed — Morgan Wallen,Morgan Wallen
71,2025-06-21,72,Peekaboo,Kendrick Lamar Featuring AzChike,67,13,29,Peekaboo — Kendrick Lamar Featuring AzChike,Kendrick Lamar
72,2025-06-21,73,Fame Is A Gun,Addison Rae,94,73,2,Fame Is A Gun — Addison Rae,Addison Rae
73,2025-06-21,74,Sapphire,Ed Sheeran,-,74,1,Sapphire — Ed Sheeran,Ed Sheeran
75,2025-06-21,76,Backseat Driver,Kane Brown,73,67,14,Backseat Driver — Kane Brown,Kane Brown
76,2025-06-21,77,Marlboro Rojo,Fuerza Regida,71,71,5,Marlboro Rojo — Fuerza Regida,Fuerza Regida
77,2025-06-21,78,House Again,Hudson Westbrook,79,72,8,House Again — Hudson Westbrook,Hudson Westbrook
78,2025-06-21,79,Where'd That Girl Go,Morgan Wallen,64,32,4,Where'd That Girl Go — Morgan Wallen,Morgan Wallen
79,2025-06-21,80,Rather Lie,Playboi Carti & The Weeknd,83,4,13,Rather Lie — Playboi Carti & The Weeknd,Playboi Carti
80,2025-06-21,81,Amen,Shaboozey & Jelly Roll,75,64,7,Amen — Shaboozey & Jelly Roll,Shaboozey
81,2025-06-21,82,Thought It Was Love,Ty Myers,88,79,4,Thought It Was Love — Ty Myers,Ty Myers
82,2025-06-21,83,Tu Sancho,Fuerza Regida,81,81,2,Tu Sancho — Fuerza Regida,Fuerza Regida
83,2025-06-21,84,Kick Myself,Morgan Wallen,58,21,4,Kick Myself — Morgan Wallen,Morgan Wallen
84,2025-06-21,85,"Skoal, Chevy, And Browning",Morgan Wallen,66,29,4,"Skoal, Chevy, And Browning — Morgan Wallen",Morgan Wallen
85,2025-06-21,86,Me Jalo,Fuerza Regida & Grupo Frontera,76,48,17,Me Jalo — Fuerza Regida & Grupo Frontera,Fuerza Regida
86,2025-06-21,87,Falling Apart,Morgan Wallen,68,25,4,Falling Apart — Morgan Wallen,Morgan Wallen
87,2025-06-21,88,Fix What You Didn't Break,Nate Smith,90,64,11,Fix What You Didn't Break — Nate Smith,Nate Smith
88,2025-06-21,89,If You Were Mine,Morgan Wallen,69,41,4,If You Were Mine — Morgan Wallen,Morgan Wallen
89,2025-06-21,90,Gnarly,KATSEYE,-,90,2,Gnarly — KATSEYE,KATSEYE
90,2025-06-21,91,Kiss Her In Front Of You,Morgan Wallen,70,34,4,Kiss Her In Front Of You — Morgan Wallen,Morgan Wallen
91,2025-06-21,92,EOO,Bad Bunny,84,24,21,EOO — Bad Bunny,Bad Bunny
92,2025-06-21,93,Cotton Candy,Lil Wayne & 2 Chainz,-,93,1,Cotton Candy — Lil Wayne & 2 Chainz,Lil Wayne
93,2025-06-21,94,Cliche,Machine Gun Kelly,78,62,3,Cliche — mgk,Machine Gun Kelly
94,2025-06-21,95,Type Dangerous,Mariah Carey,-,95,1,Type Dangerous — Mariah Carey,Mariah Carey
95,2025-06-21,96,Missing,Morgan Wallen,74,42,4,Missing — Morgan Wallen,Morgan Wallen
96,2025-06-21,97,King Carter,Lil Wayne,-,97,1,King Carter — Lil Wayne,Lil Wayne
97,2025-06-21,98,Busy Woman,Sabrina Carpenter,91,27,16,Busy Woman — Sabrina Carpenter,Sabrina Carpenter
98,2025-06-21,99,Nice To Meet You,Myles Smith,100,99,2,Nice To Meet You — Myles Smith,Myles Smith
99,2025-06-21,100,Por Esos Ojos,Fuerza Regida,93,64,12,Por Esos Ojos — Fuerza Regida,Fuerza Regida
0,2025-06-28,1,Ordinary,Alex Warren,2,1,19,Ordinary — Alex Warren,Alex Warren
1,2025-06-28,2,Manchild,Sabrina Carpenter,1,1,2,Manchild — Sabrina Carpenter,Sabrina Carpenter
2,2025-06-28,3,What I Want,Morgan Wallen Featuring Tate McRae,3,1,5,What I Want — Morgan Wallen Featuring Tate McRae,Morgan Wallen
3,2025-06-28,4,Just In Case,Morgan Wallen,4,2,13,Just In Case — Morgan Wallen,Morgan Wallen
4,2025-06-28,5,Luther,Kendrick Lamar & SZA,5,1,30,Luther — Kendrick Lamar & SZA,Kendrick Lamar
5,2025-06-28,6,I'm The Problem,Morgan Wallen,6,2,20,I'm The Problem — Morgan Wallen,Morgan Wallen
6,2025-06-28,7,A Bar Song (Tipsy),Shaboozey,7,1,62,A Bar Song (Tipsy) — Shaboozey,Shaboozey
7,2025-06-28,8,Die With A Smile,Lady Gaga & Bruno Mars,8,1,44,Die With A Smile — Lady Gaga & Bruno Mars,Lady Gaga
8,2025-06-28,9,Lose Control,Teddy Swims,9,1,96,Lose Control — Teddy Swims,Teddy Swims
9,2025-06-28,10,Beautiful Things,Benson Boone,10,2,73,Beautiful Things — Benson Boone,Benson Boone
10,2025-06-28,11,Pink Pony Club,Chappell Roan,11,4,53,Pink Pony Club — Chappell Roan,Chappell Roan
11,2025-06-28,12,Mutt,Leon Thomas,14,12,20,Mutt — Leon Thomas,Leon Thomas
12,2025-06-28,13,I Had Some Help,Post Malone Featuring Morgan Wallen,15,1,58,I Had Some Help — Post Malone Featuring Morgan Wallen,Post Malone
13,2025-06-28,14,Nokia,Drake,12,2,18,Nokia — Drake,Drake
14,2025-06-28,15,Birds Of A Feather,Billie Eilish,16,2,57,Birds Of A Feather — Billie Eilish,Billie Eilish
15,2025-06-28,16,Espresso,Sabrina Carpenter,17,3,62,Espresso — Sabrina Carpenter,Sabrina Carpenter
16,2025-06-28,17,Love Me Not,Ravyn Lenae,23,17,12,Love Me Not — Ravyn Lenae,Ravyn Lenae
17,2025-06-28,18,Anxiety,Doechii,13,9,15,Anxiety — Doechii,Doechii
18,2025-06-28,19,All The Way,BigXthaPlug Featuring Bailey Zimmerman,19,4,11,All The Way — BigXthaPlug Featuring Bailey Zimmerman,BigXthaPlug
19,2025-06-28,20,Blue Strips,Jessie Murph,18,15,10,Blue Strips — Jessie Murph,Jessie Murph
20,2025-06-28,21,Worst Way,Riley Green,20,20,23,Worst Way — Riley Green,Riley Green
21,2025-06-28,22,Love Somebody,Morgan Wallen,22,1,35,Love Somebody — Morgan Wallen,Morgan Wallen
22,2025-06-28,23,Weren't For The Wind,Ella Langley,28,23,20,Weren't For The Wind — Ella Langley,Ella Langley
23,2025-06-28,24,30 For 30,SZA With Kendrick Lamar,26,10,26,30 For 30 — SZA With Kendrick Lamar,SZA
24,2025-06-28,25,APT.,ROSE & Bruno Mars,24,3,35,APT. — ROSE & Bruno Mars,ROSE
25,2025-06-28,26,I Got Better,Morgan Wallen,21,7,5,I Got Better — Morgan Wallen,Morgan Wallen
26,2025-06-28,27,Sorry I'm Here For Someone Else,Benson Boone,31,27,16,Sorry I'm Here For Someone Else — Benson Boone,Benson Boone
27,2025-06-28,28,Mystical Magical,Benson Boone,30,28,8,Mystical Magical — Benson Boone,Benson Boone
28,2025-06-28,29,Undressed,sombr,34,25,11,Undressed — sombr,sombr
29,2025-06-28,30,Good News,Shaboozey,39,30,30,Good News — Shaboozey,Shaboozey
30,2025-06-28,31,Back To Friends,sombr,32,31,12,Back To Friends — sombr,sombr
31,2025-06-28,32,20 Cigarettes,Morgan Wallen,29,20,5,20 Cigarettes — Morgan Wallen,Morgan Wallen
32,2025-06-28,33,Sports Car,Tate McRae,27,16,21,Sports Car — Tate McRae,Tate McRae
34,2025-06-28,35,That's So True,Gracie Abrams,35,6,35,That's So True — Gracie Abrams,Gracie Abrams
35,2025-06-28,36,Timeless,The Weeknd & Playboi Carti,33,3,38,Timeless — The Weeknd & Playboi Carti,The Weeknd
36,2025-06-28,37,Burning Blue,Mariah the Scientist,40,25,7,Burning Blue — Mariah The Scientist,Mariah the Scientist
37,2025-06-28,38,Dark Thoughts,Lil Tecca,63,28,14,Dark Thoughts — Lil Tecca,Lil Tecca
38,2025-06-28,39,Messy,Lola Young,37,14,29,Messy — Lola Young,Lola Young
39,2025-06-28,40,Killin' It Girl,j-hope & GloRilla,-,40,1,Killin' It Girl — j-hope & GloRilla,j-hope
40,2025-06-28,41,Superman,Morgan Wallen,38,8,6,Superman — Morgan Wallen,Morgan Wallen
41,2025-06-28,42,Abracadabra,Lady Gaga,41,13,20,Abracadabra — Lady Gaga,Lady Gaga
42,2025-06-28,43,TV Off,Kendrick Lamar Featuring Lefty Gunplay,43,2,30,TV Off — Kendrick Lamar Featuring Lefty Gunplay,Kendrick Lamar
43,2025-06-28,44,Wildflower,Billie Eilish,44,17,53,Wildflower — Billie Eilish,Billie Eilish
44,2025-06-28,45,Backup Plan,Bailey Zimmerman & Luke Combs,48,36,7,Backup Plan — Bailey Zimmerman & Luke Combs,Bailey Zimmerman
45,2025-06-28,46,No One Noticed,The Marias,47,22,38,No One Noticed — The Marias,The Marias
47,2025-06-28,48,Cry For Me,The Weeknd,46,12,20,Cry For Me — The Weeknd,The Weeknd
48,2025-06-28,49,Squabble Up,Kendrick Lamar,50,1,30,Squabble Up — Kendrick Lamar,Kendrick Lamar
49,2025-06-28,50,Happen To Me,Russell Dickerson,49,49,9,Happen To Me — Russell Dickerson,Russell Dickerson
50,2025-06-28,51,OWA OWA,Lil Tecca,69,50,3,OWA OWA — Lil Tecca,Lil Tecca
52,2025-06-28,53,After All The Bars Are Closed,Thomas Rhett,58,53,8,After All The Bars Are Closed — Thomas Rhett,Thomas Rhett
53,2025-06-28,54,Somebody Loves Me,PARTYNEXTDOOR & Drake,57,30,18,Somebody Loves Me — PARTYNEXTDOOR & Drake,PARTYNEXTDOOR
54,2025-06-28,55,Bloodline,Alex Warren With Jelly Roll,53,32,4,Bloodline — Alex Warren With Jelly Roll,Alex Warren
55,2025-06-28,56,Typa,GloRilla,42,42,2,Typa — GloRilla,GloRilla
56,2025-06-28,57,Azizam,Ed Sheeran,59,28,11,Azizam — Ed Sheeran,Ed Sheeran
57,2025-06-28,58,TN,Morgan Wallen,52,31,5,TN — Morgan Wallen,Morgan Wallen
58,2025-06-28,59,Just Keep Watching,Tate McRae,51,33,3,Just Keep Watching — Tate McRae,Tate McRae
59,2025-06-28,60,Backseat Driver,Kane Brown,76,60,15,Backseat Driver — Kane Brown,Kane Brown
60,2025-06-28,61,Indigo,Sam Barber Featuring Avery Anna,67,40,28,Indigo — Sam Barber Featuring Avery Anna,Sam Barber
61,2025-06-28,62,Party 4 U,Charli xcx,64,55,9,Party 4 U — Charli xcx,Charli xcx
62,2025-06-28,63,Whim Whamiee,PLUTO & YKNIECE,66,51,9,Whim Whamiee — PLUTO & YKNIECE,PLUTO
63,2025-06-28,64,Amen,Shaboozey & Jelly Roll,81,64,8,Amen — Shaboozey & Jelly Roll,Shaboozey
64,2025-06-28,65,Your Way's Better,Forrest Frank,68,61,9,Your Way's Better — Forrest Frank,Forrest Frank
65,2025-06-28,66,Dark Til Daylight,Morgan Wallen,60,49,5,Dark Til Daylight — Morgan Wallen,Morgan Wallen
66,2025-06-28,67,I'm A Little Crazy,Morgan Wallen,70,17,13,I'm A Little Crazy — Morgan Wallen,Morgan Wallen
67,2025-06-28,68,Peekaboo,Kendrick Lamar Featuring AzChike,72,13,30,Peekaboo — Kendrick Lamar Featuring AzChike,Kendrick Lamar
68,2025-06-28,69,Lemon Drop,ATEEZ,-,69,1,Lemon Drop — ATEEZ,ATEEZ
69,2025-06-28,70,Won't Stop,Gunna,-,70,1,Won't Stop — Gunna,Gunna
70,2025-06-28,71,Touch Me Like A Gangster,Jessie Murph,56,56,2,Touch Me Like A Gangster — Jessie Murph,Jessie Murph
71,2025-06-28,72,Marlboro Rojo,Fuerza Regida,77,71,6,Marlboro Rojo — Fuerza Regida,Fuerza Regida
72,2025-06-28,73,Tu Sancho,Fuerza Regida,83,73,3,Tu Sancho — Fuerza Regida,Fuerza Regida
73,2025-06-28,74,Rather Lie,Playboi Carti & The Weeknd,80,4,14,Rather Lie — Playboi Carti & The Weeknd,Playboi Carti
74,2025-06-28,75,House Again,Hudson Westbrook,78,72,9,House Again — Hudson Westbrook,Hudson Westbrook
75,2025-06-28,76,Folded,Kehlani,-,76,1,Folded — Kehlani,Kehlani
76,2025-06-28,77,Fix What You Didn't Break,Nate Smith,88,64,12,Fix What You Didn't Break — Nate Smith,Nate Smith
77,2025-06-28,78,Half The Plot,Lil Tecca,-,78,1,Half The Plot — Lil Tecca,Lil Tecca
78,2025-06-28,79,Eyes Are Closed,Morgan Wallen,71,22,5,Eyes Are Closed — Morgan Wallen,Morgan Wallen
79,2025-06-28,80,Me Jalo,Fuerza Regida & Grupo Frontera,86,48,18,Me Jalo — Fuerza Regida & Grupo Frontera,Fuerza Regida
80,2025-06-28,81,EOO,Bad Bunny,92,24,22,EOO — Bad Bunny,Bad Bunny
81,2025-06-28,82,Thought It Was Love,Ty Myers,82,79,5,Thought It Was Love — Ty Myers,Ty Myers
82,2025-06-28,83,Sapphire,Ed Sheeran,74,74,2,Sapphire — Ed Sheeran,Ed Sheeran
83,2025-06-28,84,Where'd That Girl Go,Morgan Wallen,79,32,5,Where'd That Girl Go — Morgan Wallen,Morgan Wallen
84,2025-06-28,85,Nice To Meet You,Myles Smith,99,85,3,Nice To Meet You — Myles Smith,Myles Smith
85,2025-06-28,86,Kick Myself,Morgan Wallen,84,21,5,Kick Myself — Morgan Wallen,Morgan Wallen
86,2025-06-28,87,Kiss Her In Front Of You,Morgan Wallen,91,34,5,Kiss Her In Front Of You — Morgan Wallen,Morgan Wallen
87,2025-06-28,88,Twilight Zone,Ariana Grande,-,18,11,Twilight Zone — Ariana Grande,Ariana Grande
88,2025-06-28,89,Holy Blindfold,Chris Brown,-,89,1,Holy Blindfold — Chris Brown,Chris Brown
89,2025-06-28,90,"Skoal, Chevy, And Browning",Morgan Wallen,85,29,5,"Skoal, Chevy, And Browning — Morgan Wallen",Morgan Wallen
90,2025-06-28,91,Hip-Hop,Lil Wayne & BigXthaPlug Featuring Jay Jones,36,36,2,Hip-Hop — Lil Wayne & BigXthaPlug Featuring Jay Jones,Lil Wayne
91,2025-06-28,92,Por Esos Ojos,Fuerza Regida,100,64,13,Por Esos Ojos — Fuerza Regida,Fuerza Regida
92,2025-06-28,93,Sparks,Coldplay,-,93,1,Sparks — Coldplay,Coldplay
93,2025-06-28,94,If You Were Mine,Morgan Wallen,89,41,5,If You Were Mine — Morgan Wallen,Morgan Wallen
94,2025-06-28,95,Fame Is A Gun,Addison Rae,73,73,3,Fame Is A Gun — Addison Rae,Addison Rae
95,2025-06-28,96,Better Me For You (Brown Eyes),Max McNown,-,96,2,Better Me For You (Brown Eyes) — Max McNown,Max McNown
96,2025-06-28,97,Single Again,Josh Ross,-,97,1,Single Again — Josh Ross,Josh Ross
97,2025-06-28,98,Gnarly,KATSEYE,90,90,3,Gnarly — KATSEYE,KATSEYE
98,2025-06-28,99,Cliche,Machine Gun Kelly,94,62,4,Cliche — mgk,Machine Gun Kelly
99,2025-06-28,100,Falling Apart,Morgan Wallen,87,25,5,Falling Apart — Morgan Wallen,Morgan Wallen
0,2025-07-05,1,Ordinary,Alex Warren,1,1,20,Ordinary — Alex Warren,Alex Warren
1,2025-07-05,2,What I Want,Morgan Wallen Featuring Tate McRae,3,1,6,What I Want — Morgan Wallen Featuring Tate McRae,Morgan Wallen
2,2025-07-05,3,Manchild,Sabrina Carpenter,2,1,3,Manchild — Sabrina Carpenter,Sabrina Carpenter
3,2025-07-05,4,Just In Case,Morgan Wallen,4,2,14,Just In Case — Morgan Wallen,Morgan Wallen
4,2025-07-05,5,I'm The Problem,Morgan Wallen,6,2,21,I'm The Problem — Morgan Wallen,Morgan Wallen
5,2025-07-05,6,Luther,Kendrick Lamar & SZA,5,1,31,Luther — Kendrick Lamar & SZA,Kendrick Lamar
6,2025-07-05,7,A Bar Song (Tipsy),Shaboozey,7,1,63,A Bar Song (Tipsy) — Shaboozey,Shaboozey
7,2025-07-05,8,Die With A Smile,Lady Gaga & Bruno Mars,8,1,45,Die With A Smile — Lady Gaga & Bruno Mars,Lady Gaga
8,2025-07-05,9,Lose Control,Teddy Swims,9,1,97,Lose Control — Teddy Swims,Teddy Swims
9,2025-07-05,10,Outside,Cardi B,-,10,1,Outside — Cardi B,Cardi B
10,2025-07-05,11,Pink Pony Club,Chappell Roan,11,4,54,Pink Pony Club — Chappell Roan,Chappell Roan
11,2025-07-05,12,Beautiful Things,Benson Boone,10,2,74,Beautiful Things — Benson Boone,Benson Boone
12,2025-07-05,13,I Had Some Help,Post Malone Featuring Morgan Wallen,13,1,59,I Had Some Help — Post Malone Featuring Morgan Wallen,Post Malone
13,2025-07-05,14,Love Me Not,Ravyn Lenae,17,14,13,Love Me Not — Ravyn Lenae,Ravyn Lenae
